word	formalized_word
nyolot	menyolot
nyolotinnnn	menyolot
nyta	nyata
nyubit	mencubit
nyubitt	mencubit
nyupir	menyopir
nyusahhin	menyusahkan
nyusahin	menyusahkan
nyusul	menyusul
o	oh
o/	oleh
oa	apa
oalaaaa	walah
obrolan2	obrolan-obrolan krna
ogah	tidak mau
ohh	oh
ohhhh	oh
ohya	oh iya
ok	ok
okeeeey	ok
okeeey	ok
okeh	ok
ol	online
olej	oleh
oles2	oles-oles
olh	oleh
oma2	oma-oma
omaaaaaaakk	oma
omdo	omong doang
omongin	mengomongkan
omongin	omongkan
on time	tepat waktu
ongkiir	ongkir
ongkir	ongkos kirim
ongkirr	ongkir
ono	sono
onoh	sono
ooh	oh
oom	om
oon	bodoh
oooh	oh
oot	out of topic
oplas	operasi plastik
oprasi	operasi
oprasiya	operasinya
or	orang
orabg	orang
orang"	orang-orang
orang"nya	orang-orangnya
orang2	orang-orang
orangg	orang
orangnya"	orang-orangnya
org	orang
org'a	oranganya
org2	orang-orang
orge	orang
orgny	orangnya
orgtuanya	orang tuanya
ori	orisinal
orkes	olahraga dan kesehatan
orlaen	orang lain
orng	orang
orrunya	orang tuanya
ortu	orang tua
ortuny	orang tuanya
ortunya	orang tuanya
ospek	orientasi studi dan pengenalan kampus
otda	otonomi daerah
otot2	otot-otot
otre	ok
otw	on the way, sedang di jalan
owalaah	walah
owh	oh
oya	oh iya
p	bpaak
pa	apa
pa	bapak
pa2	apa-apa
paaak	pak
paati	pasti
pacal	pacar
pacara	pacaran
pacarane	pacarannya
pacaranya	pacarannya
pacarn	pacaran
pacarnyaa	pacarnya
pacarr	pacar
pacarrr	pacar
padahall	padahal
padahl	padahal
padet	padat
padetan	padatan
padhal	padahal
padhe	pakde
padhl	padahal
pagadean	pegadaian
pagi"	pagi-pagi
pagie	pagi
pagii	pagi
pagiii	pagi
pahalax	pahalanya
pahamin	memahami
pahamin	pahami
pahe	paket hemat
pait	pahit
pak	bapak
pakbu	bapak ibu
pake	pakai
pakek	pakai
pakke	pakai
paksain	memaksa
paksain	memaksakan
paksain	paksakan
pala	kepala
palgi	apalagi
palinf	paling
palingann	palingan
pan	kapan
pandanginya	memandanginya
panggilan'y	panggilannya
panggilan'ya	panggilannya
panglingg	pangling
panja	panitia kerja
pankapan	kapan-kapan
pans	fan
pansus	panitia khusus
pantes	pantas
pantess	pantas
pantura	pantai utara
papahhhnya	papahnya
papiii	papi
papling	paling
para2	parah-parah
paraa	para
paraaah	parah
paraah	parah
parahh	parah
paripurnahh	paripurna
parpol	partai politik
parsis	persis
pas	waktu
pas2an	pas-pasan
pasangn	pasangan
pasien"nya	pasien-pasiennya
pasiennya"	pasien-pasiennya
pass	pas
passs	pas
past	pasti
pastii	pasti
pasutri	pasangan suami istri
patas	cepat dan terbatas
payahh	payah
pcar	pacar
pcaran	pacaran
pcaranya	pacarannya
pcarny	pacarnya
pcran	pacaran
pcrn	pacaran
pcrnya	pacarnya
pd	pada
pd	percaya diri
pda	pada
pdahal	padahal
pdhal	padahal
pdhall	padahal
pdhl	padahal
pdl	padahal
pdng	padang
pecahhg	pecah
pede	percaya diri
pedes	pedas
pedesssss	pedas
peduliin	mempedulikan
pedulilaaaah	pedulilah
peeeengen	pengin
peen	pengin
peengn	pengin
pegang2	pegang-pegang
pegangin	memegang
pelastik	plastik
pelatda	pemusatan latihan daerah
pelatnas	pemusatan latihan nasional
peleotin	meleot
peliharaaaa	pelihara
pelwak	pelawak
pemainy	pemainnya
pembokat	pembantu
pemda	pemerintah daerah
pemenang'y	pemenangnya
pemilu	pemilihan umum
pemkot	pemerintah kota
pemprov	pemerintah provinsi
pemred	pemimpin redaksi
pen	pengin
penasaraaann	penasaran
penasarannnn	penasaran
penasarn	penasaran
penbelian	pembelian
pencerahanny	pencerahannya
penfidikan	pendidikan
pengajar2	pengajar-pengajar
pengalam	pengalaman
pengan	pengin
penganten	pengantin
pengeeenn	pengin
pengen	ingin
pengen	pengin
pengen2	pengen-pengen
pengenn	pengin
pengennn	pengin
pengennn    penginaaaaaaaaaaaaaaaaammmmmmmmmmiiiiiiiiiinnnnnnnnnnnnmmmm amin
pengennnn	pengin
pengennya	inginnya
penghrgaan	penghargaan
pengikuy	pengikut
pengn	pengin
pengrusak	perusak
penjas	pendidikan jasmani
penmas	pendidikan masyarakat
pensaran	penasaran
pentass	pentas
pentingg	penting
penyakitny	penyakitnya
penyanyi2	penyanyi-penyanyi
penyebab2	penyebab-penyebab
penyuluh2	penyuluh-penyuluh
peragain	peragakan
perasaanny	perasaannya
perbaikin	memperbaiki
perbulannn	perbulan
percya	percaya
perda	peraturan daerah
perek	wanita tuna susila
pergi2	pergi-pergi
perhatiam	perhatian
perhatiin	perhatikan
perilakuny	perilakunya
perjabatt	pejabat
permasalhkan	permasalahkan
perna	pernah
pernikahn	pernikahan
personill	personil
pertamany	pertamanya
pertamax	pertama
pertma	pertama
perubut	perebut
pesananq	pesananku
pesen	pesan
pesenan	pesanan
pesenin	pesankan
petinggi2	petinggi-petinggi
pg	pagi
pg2	pagi-pagi
pgang	pegang
pgen	pengin
pgi	pagi
pgi	pergi
pgin	pengin
pgn	pengin
pgnnya	penginnya
pi	tapi
pict	picture
piiiilih	pilih
piiink	pink
pijetin	pijitkan
pikir"	pikir-pikir
pilihannny	pilihannya
pilihnmu	pilihanmu
pilkada	pemilihan kepala daerah
pilm	film
pilsa	pulsa
pimpro	pemimpin proyek
pingin	pengin
pinginin	inginkan
pinginnn	pengin
pinginnya	inginnnya
pinkkkk	pink
pinter	pintar
pintr	pintar
pipi'y	pipinya
pipine	pipinya
pipinyaaa	pipinya
piring2	piring-piring
pisan	sangat
pisgor	pisang goreng
pj	penanggungjawab
pjang	pajang
pjg	panjang
pk	bapak
pk	pakai
pk	penjahat kelamin
pkai	pakai
pke	pakai
pkee	pakai
pkek	pakai
pkk	pakai
pkoknya	pokoknya
pkoknyaa	pokoknya
pkrin	pikirkan
pla	pula
plampiasannn	pelampiasan
plg	paling
plg	pulang
pling	paling
pljaran	pelajaran
pljrn	pelajaran
plng	pulang
pls	pulsa
plsa	pulsa
pluk	peluk
plus	dengan
pm	private message
pmbantu	pembantu
pmbayaran	pembayaran
pmbelajaran	pembelajaran
pmbyran	pembayaran
pmenang	pemenang
pmenangnya	pemenangnya
pmenangx	pemenangnya
pmrnth	pemerintah
pnambahan	penambahan
pncairan	pencairan
pndaftran	pendaftaran
pndah	pindah
pndang	pandang
pndapat	pendapat
pngajuan	pengajuan
pngantr	pengantar
pngen	pengin
pngenn	pengin
pnghasiln	penghasilan
pngiriman	pengiriman
pngn	pengin
pnjang	panjang
pnjerumus	penjerumus
pnjng	panjang
pnjual	penjual
pntg	penting
pnting	penting
pnuh	penuh
pny	punya
pnya	punya
pnyaa	punya
pnyuluh	penyuluh
poko	pokok
pokok'a	pokoknya
pokonya	pokoknya
polantas	polisi lalu lintas
polll	pol
pollll	pol
polwan	polisi wanita
ponakn	ponakan
ponpes	pondok pesantren
ponsel	telepon seluler
poollll	pol
poool	pol
poooolllll	pol
positippp	positif
pp	pulang pergi
ppa	apa
ppa	papa
praktekin	mempraktikkan
prasaan	perasaan
prawatan	perawatan
prcuma	percuma
prcy	percaya
prcya	percaya
prdana	perdana
prempuan	perempuan
prg	pergi
prh	parah
prhatian	perhatian
priksa	periksa
prinadi	pribadi
prjuangan	perjuangan
prlu	perlu
prmpuan	perempuan
prnah	pernah
prnh	pernah
pro	profesional
prodac	produk
prodak	produk
prodaknya	produknya
promil	program hamil
promoo	promo
protestin	protestan
prsatukn	persatukan
prtama	pertama
prtamax	pertamanya
prwatn	perawatan
prwtn	perawatan
ps	pas
psangan	pasangan
psen	pesan
psgn	pasangan
psn	pesan
pst	pasti
psti	pasti
pswt	pesawat
pu	punya
puanas	panas
pucing	pusing
pukulin	pukuli
pulaa	pula
pulak	pula
punn	pun
puny	punya
punyaaa	punya
pura2	pura-pura
pusingggg	pusing
putihh	putih
putihnyaa	putihnya
pw	posisi nyaman
pwanaz2	panas-panas
px	punya
py	punya
pyudara	payudara
q	aku
q	ku
qaqaaaa	kakak
qm	kamu
qmo	kamu
qmu	kamu
qo	kok
qobul	kabul
qt	kita
qta	kita
qtax	kitanya
qu	ku
rajin2	rajin-rajin
rakitin	merakitkan
rakor	rapat koordinasi
rame	ramai
rame2	ramai-ramai
rame2	rame-rame
rampg	selesai
rana	ranah
ranmor	kendaraan bermotor
rapih	rapi
rasaiin	rasai
rasain	merasai
rasain	rasai
rasakn	rasakan
raskin	rakyat miskin
rata2	rata-rata
rb	ribu
re	reply
recomendasinya	rekomendasinya
recommendasi	rekomendasi
red	redaksi
redho	ridho
ref	referensi
reg	register
regis	registrasi
regist	mendaftar
rehab	rehabilitasi
reibbettt	ribet
rejeki	rezeki
rek	rekening
rekomendain	rekomendasikan
rekomendasiiin	merekomendasikan
rekomendasiiin	rekomendasikan
rekomendasiin	merekomendasikan
rekomendasiin	rekomendasikan
rekomndd	rekomendasi
rekrui	rekrut
relaaaa	rela
remang2	remang-remang
remarinya	lemarinya
rempong	repot
rempong	sulit
renov	renovasi
renstra	rencana strategis
renttur	return
rentur	return
repong	repot
repot2	repot-repot
repp	balas
rerturnya	kembalinya
reskrim	reserse kriminal
restik	reserse narkotika
retur	return
rezeku	rezeki
rezeky	rezeki
rezeqinya	rezekinya
rezki	rezeki
rhs	Rahasia
rhs	rahasia
ributin	meributkan
rijek	reject
rinduuuuuuu	rindu
rinduuuuuuuuu	rindu
rinduuuuuuuuuu	rindu
rjeki	rezeki
rm	rumah makan
rmbt	rambut
rmbut	rambut
rmbutnya	rambutnya
rmbuut	rambut
rmh	rumah
robbal'aaalamiiiin	robbal'alamin
rofl	rolling on the floor laughing
romantisny	romatisnya
romantiss	romantis
romantiz	romantis
romntis	romantis
rp	rupiah
rpt2	repot-repot
ru	baru
rudal	peluru kendali
ruko	rumah toko
rumahh	rumah
rumh	rumah
rumpiin	rumpi
rupa2nya	rupa-rupanya
rusakkk	rusak
rusun	rumah susun
rusunawa	rumah susun sewa
rutan	rumah tahanan
ruz	terus
rzq	rezeki
s	sampai
s	si
s	sih
s'lalu	selalu
s*inetr*n	sinetron
s3ndiri	sendiri
s4	sempat
sa'at	saat
saat2	saat-saat
saayyyyy	say
sabaarrr	sabar
sabal	sabar
sabaro	sabar
sabarrr	sabar
sabarrrrr	sabar
sadis2	sadis-sadis
sahabat"	sahabat-sahabat
sahabat2	sahabat-sahabat
sahabatt	sahabat
saia	saya
saiank	sayang
saking	sangking
salaam	salam
salahin	salahkan
salammmm	salam
salehah	salihah
salfok	salah fokus
salluutt	salut
salting	salah tingkah
saltum	salah kostum
saltummmm	salah kostum
sam	sama
sama"	sama-sama
sama2	sama-sama
samaa	sama
samaaaa	sama
samara	sakinah mawadah rahman
samoga	semoga
sampai2	sampai-sampai
sampe	sampai
sampe2	sampai-sampai
sampein	sampaikan
sampek	sampai
samperin	jemput
sampeyan	anda
sampis	sampah habis
sampw	sampai
samsek	sama sekali
sangaaattt	sangat
sangat2	sangat-sangat
sangattt	sangat
sanggat	sangat
sangt	sangat
santab	santap
sapa	siapa
sapa2	sapa-sapa
sapose	siapa
saranin	menyarankan
saranin	sarankan
sasama	sesama
satkorlak	satuan koordinator pelaksana
satpam	satuan pengamanan
satuin	satukan
satupunn	satupun
satuu	satu
satuuuuu	satu
satux	satunya
saudara2	saudara-saudara
saudra	saudara
say	sayang
saya2	saya-saya
sayaa	saya
sayaang	sayang
sayangg''	sayang-sayang
sayanggg	sayang
sayangggq	sayangku
sayangkuh	sayangku
sayangkuuuuu	sayangku
sayangx	sayangnya
sayy	sayang
sayyy	say
sbagai	sebagai
sbaiknya	sebaiknya
sbb	sebab
sbb	sebagai berikut
sbbrnya	sebenarnya
sbbyak	sebanyak
sbelah	sebelah
sbelum	sebelum
sbenernya	sebenarnya
sbg	sebagai
sbgai	sebagai
sbge	sebagai
sbh	sebuah
sbhabat	sahabat
sblah	sebelah
sblh	sebelah
sblm	sebelum
sblmny	sebelumnya
sblmnya	sebelumnya
sblmx	sebelumnya
sblum	sebelum
sblumn	sebelumnya
sblumnya	sebelumnya
sbnarnya	sebenarnya
sbnrny	sebenarnya
sbnyak	sebanyak
sbr	sabar
sbuah	sebuah
sby	surabaya
sby2	surabaya-surabaya
scara	secara
scpatny	secepatnya
scr	secara
scra	secara
sd	sampai dengan
sdah	sudah
sdangkan	sedangkan
sdg	sedang
sdgkn	sedangkan
sdh	sudah
sdikit	sedikit
sdkit	sedikit
sdkit2	sedikit-sedikit
sdkt	sedikit
sdngkn	sedangkan
sdr	sendiri
sdri	sendiri
se-abreg	banyak
se7	setuju
seabrek	banyak
seandainy	seandainya
sebaik"	sebaik-baik
sebel	sebal
sebelas dua belas	mirip
sebelum'y	sebelumnya
sebelum2nya	sebelum-sebelumnya
sebelumbya	sebelumnya
sebenernya	sebenarnya
sebnyak	sebanyak
seburuk"	seburuk-buruk
seburuk2	seburuk-buruk
sedangkn	sedangkan
sedihh	sedih
sedihhh	sedih
sedikitlaahh	sedikitlah
see	sih
seeeemua	semua
seeh	sih
seehh	sih
seemangaaattt	semangat
segala"ny	segala-galanya
segala2nya	segala-galanya
segalany"	segala-galanya
segede	sebesar
seger	segar
segerr	segar
segerrrr	segar
segitunya	sebegitunya
segtu	sebegitu
seh	sih
seharusny	seharusnya
sehat2	sehat-sehat
sehh	sih
seindonesiyah	seindonesia
sejahterah	sejahtera
sejukkkkk	sejuk
sekaeang	sekarang
sekali2	sekali-kali
sekalii	sekali
sekaliiii	sekali
sekaliiiii	sekali
sekangen2	sekangen-kangen
sekarg	sekarang
sekarng	sekarang
sekjen	sekretaris jenderal
seklian	sekalian
sekolahin	sekolahkan
sekrang	sekarang
sekrng	sekarang
seksii	seksi
sel	selatan
selaloe	selalu
selaluu	selalu
selamatt	selamat
selesaai	selesai
sellow	selow
selmat	selamat
selmnya	selamanya
selmt	selamat
selsai	selesai
seluru	seluruh
semangaaaaaaatttt	semangat
semangaaaaatt	semangat
semangaaaat	semangat
semangaaaatttt	semangat
semangaaattt	semangat
semangaat	semangat
semangaatt	semangat
semangaatttt	semangat
semangatt	semangat
semangattt	semangat
semangatttt	semangat
sembako	sembilan bahan pokok
sembuhin	menyembuhkan
sembunyi"	sembunyi-sembunyi
sementra	sementara
semnangtt	semangat
semngat	semangat
semogaa	semoga
sempak	celana dalam
sempet	sempat
sempet2nya	sempat-sempatnya
sempurnaa	sempurna
sempurnaaaaa	sempurna
semu	semua
semuaaa	semua
semuannyaaa	semuanya
semuanyaa	semuanya
semuanyaaa	semuanya
semuanyaaaa	semuanya
senang2	senang-senang
senangat	semangat
sendeng	senang
sendirii	sendiri
sendirinnya	sendirinya
sendirinyya	sendirinya
sendirir	sendiri
sendratari	seni drama tari
sendri	sendiri
seneeeeeng	senang
seneng	senang
senengg	senang
senenggg	senang
senengin	senangi
senengnya	senangnya
senior"	senior-senior
senyumin	senyumi
senyumna	senyumnya
seorg	seorang
seputaran	seputar
serasiii	serasi
serem	seram
serem"	seram-seram
serem2	seram-seram
sering2	sering-sering
sertijab	serah terima jabatan
seru2	seru-seru
seru2an	seru-seruan
seruu	seru
seruuu	seru
seruuuuu	seru
serux	serunya
sesatt	sesat
sesekk	sesak
setabil	stabil
setelur2nya	setelur-telurnya
seterong	setrong
setinggi2nya	setinggi-tingginya
setinggi²nya	setinggi-tingginya
setju	setuju
setujuuu	setuju
setujuuuu	setuju
sewain	menyewa
sexi	seksi
sexi2	seksi-seksi
sexxi	seksi
sey	sih
sgampang	segampang
sgla	segala
sgra	segera
sgt	sangat
sgtu	sebegitu
sgtu'y	sebegitunya
sgtunya	segitunya
shaaaay	say
shaay	say
shabat	sahabat
sharusnya	seharusnya
shat	sehat
shay	say
shayy	say
shayyy	say
shbat	sahabat
shbt	sahabat
shering	sharing
shg	sehingga
sholihah	salihah
si	sih
si kecil	anak
sia2	sia-sia
sia2kan	sia-siakan
siang"	siang-siang
siapa2	siapa-siapa
siapaa	siapa
siapayahh	siapa ya
siappa	siapa
sibukx	sibuknya
sich	sih
sichh	sih
sichhhhhhhhhh	sih
sidak	inspeksi mendadak
sie	sih
siech	sih
sieyh	sih
sihat	sehat
sihh	sih
sihhh	sih
sihhhh	sih
sii	sih
siih	sih
siihh	sih
siihhh	sih
siiih	sih
siiihh	sih
siiihhh	sih
siiiiiiippppppppp	sip
siip	sip
siipp	sip
siippp	sip
sikap"	sikap-sikap
sikon	situasi dan kondisi
silahkan	silakan
silahkn	silakan
silauuu	silau
silsturahmi	silaturahmi
simpedes	simpanan pedesaan
simpen	simpan
simple	sederhana
sinet	sinetron
sinetron	sinema elektronik
sintron	sinetron
sip	ok
sipiit	sipit
sipp	sip
siramin	siramkan
siriik	sirik
sirikk	sirik
sis	kakak perempuan
sisaa	sisa
sisain	menyisakan
sista2	sista-sista
sitayngin	ditayangkan
siy	sih
sj	saja
sja	saja
sjk	sejak
sk	suka
ska	suka
skali	sekali
skali2	sekali-kali
skalian	sekalian
skaligus	sekaligus
skalii	sekali
skarang	sekarang
skarng	sekarang
skedar	sekadar
skg	sekarang
skit	sakit
skitar	sekitar
skl	sekali
sklh	sekolah
skli	sekali
skligus	sekaligus
sklinyaa	sekalinya
skluarga	sekeluarga
skolah	sekolah
skr	sekarang
skrang	sekarang
skrg	sekarang
skrng	sekarang
skrngnya	sekarangnya
skrnh	sekarang
skt	sakit
sktika	seketika
sktlrang	sekarang
skul	sekolah
slaaluuuuuu	selalu
slah	salah
slahkan	salahkan
slain	selain
slalu	selalu
slaluuuuu	selalu
slam	salam
slama	selama
slamat	selamat
slamet	selamat
slamt	selamat
slang	formal
slasa	selasa
sldo	saldo
slesai	selesai
slh	salah
slhkan	salahkan
sling	saling
sll	selalu
sllu	selalu
slm	salam
slma	selama
slma	selama brgbung
slmat	selamat
slmnya	salamnya
slmt	selamat
slmttt	selamat
slnya	karena
slsai	selesai
slt	sulit
slw	selow
sm	sama
sm2	sama-sama
sma	sama
sma"	sama-sama
sma2	sama-sama
smakin	semakin
smalem	semalam
smangat	semangat
smangatttt	semangat
smanget	semangat
smbil	sambil
smentara	sementara
smg	semoga
smga	semoga
smgaa	semoga
sminggu	seminggu
smkin	semakin
smnagatin	menyemangati
smngat	semangat
smngt	semangat
smnjak	semenjak
smog	semoga
smoga	semoga
smogaaa	semoga
smp	sampai
smpai	sampai
smpe	sampai
smpek	sampai
smpet	sempat
smpk	sampai
smpt	sempat
smrg	semarang
smster	semester
smua	semua
smuaaa	semua
smuane	semuanya
smuanya	semuanya
smulla	semula
smvk	sempak
smw	semua
smwa	semua
smwny	semuanya
sna	sana
snang	senang
sndiri	sendiri
sndr	sendiri
sndri	sendiri
sneng	senang
sng	senang
sngaja	sengaja
sngt	sangat
so	sok
soal'y	soalnya
soalnya	karena
soalx	soalnya
sodara	saudara
sodara2	saudara-saudara
sodaraku	saudaraku
soga	moga
sok2	sok-sok
sok2an	sok-sokan
sokk	sok
soljum	sholat jumat
solusix	solusinya
somse	sombong sekali
songong	sombong
sooo	so
sore"	sore-sore
sore2	sore-sore
sosek	sosial-ekonomi
sospol	sosial-politik
sotoy	sok tahu
sotoy	sok tau
sova bed	sofa bed
sowry	maaf
sp	sapa
sp	siapa
spa	siapa
spd	sepeda
sperti	seperti
spertinya	sepertinya
sppa	siapa
sprt	seperti
sprti	seperti
spt	seperti
spti	seperti
spy	supaya
spya	supaya
srby	surabaya
srbya	surabaya
srng	sering
srpti	seperti
srruu	seru
srta	serta
srtfkt	sertifikat
ssemangat	semangat
ssmanagttt	semangat
ssorg	seseorang
sstu	sesuatu
staf2nya	staf-stafnya
stagahhhh	astaga
stap	staf
status2	status-status
statusx	statusnya
steess	stres
stelah	setelah
stiap	setiap
stidaknya	setidaknya
stimpal	setimpal
stju	setuju
stlah	setelah
stlh	setelah
storannya	setorannya
stp	setiap
stress	stres
strus	terus
stts	status
sttss	status
sttus	status
sttusnya	statusnya
stu	satu
stuju	setuju
suami'y	suaminya
suamiii	suami
suamiiiii	suami
suaminga	suaminya
suaminy	suaminya
suaranyaa	suaranya
suaranyaaaaa	suaranya
suaranyaaaaaa	suaranya
suaraynyaa	suaranya
suarranya	suaranya
subahanallah	subhanallah
subbag	subbagian
subhanaallahh	subhanallah
subhanallahhh	subhanallah
subhanalloh	subhanallah
subhannallah	subhanallah
subhnallah	subhanallah
suces	sukses
sucses	sukses
sud	sudah
suda	sudah
sudab	sudah
sudh	sudah
suerrr	suer
suiip	sip
suipit	sipit
suk	masuk
suk	suka
suka.a	sukanya
suka2	suka-suka
sukaa	suka
sukaaa	suka
sukaaaa	suka
sukaaaaaa	suka
sukaaak	suka
sukak	suka
sukakkk	suka
sukam	suka
sukkaa	suka
suko	suka
sukse	sukses
suksea	sukses
suksess	sukses
sukur2	sukur-sukur
sulitny	sulitnya
sumai	suami
sumbangin	sumbangkan
sumpahh	sumpah
sumpeh	sumpah
sumpek	sempit
sumvahh	sumpah
sunah2	sunah-sunah
sunggu	sungguh
sungguh2	sungguh-sungguh
supeer	super
superrrrrrrr	super
surgaa	surga
suru	suruh
swamiku	suamiku
sweger	segar
swmntara	sementara
sy	saya
sya	saya
syang	sayang
syantiek	cantik
syantiiiiikkkkkkkkkkkk	cantik
syantik	cantik
syantikq	cantikku
syediih	sedih
syediiihhh	sedih
syekaliii	sekali
syg	sayang
sygkuu	sayangku
syirik"	syirik-syirik
syng	sayang
syngnya	sayangnya
synk	sayang
syp	siapa
sypa	siapa
syrat	syarat
syratnya	syaratnya
syudah	sudah
syukaaakkk	suka
t4	tempat
tabanas	tabungan pembangunan nasional
taek	tahi
taekk	tahi
tah	teh
tahannn	tahan
tahun"	tahun-tahun
tahun2	tahun-tahun
tai	tahi
taiiii	tahi
taik	tahi
tajir	kaya
takuttt	takut
takuuuuut	takut
tambahh	tambah
tambahim	tambahkan
tambahin	tambahkan
tambh	tambah
tambhn	tambahan
tampialannya	tampilannya
tamu2	tamu-tamu
tamvann	tampan
tanda2nya	tanda-tandanya
tanggung2	tanggung-tanggung
tangkep	tangkap
tangut	tanggerang utara
tanpilan'a	tampilannya
tante"	tante-tante
tante2	tante-tante
tantee	tante
tanteny	tantenya
tanya2	tanya-tanya
tanyain	tanyakan
tanyang	tayang
taon	tahun
tap8	tapi
tapii	tapi
tapiiii	tapi
tapo	tapi
tappi	tapi
tar	entar
tar	nanti
tarraa	tara
tarsok2	nanti-nanti
tataq	tataku
tau	tahu
tau2	tau-tau
taun	tahun
taunya	tahunya
tauu	tau
tauuu	tau
tauuuu	tau
tauuuuu	tau
taux	taunya
taw	tahu
taw	tau
tawh	tahu
tay	tahi
tayik	tahi
taz	atas
tbuh	tubuh
td	tadi
tdak	tidak
tdi	tadi
tdk	tidak
tdnya	tadinya
tdr	tidur
tdung	tudung
tdur	tidur
te2p	tetap
tebel	tebal
tebir	ribet
tebir"	ribet-ribet
tegaar	tegar
teguran2	teguran-teguran
teh	kakak perempuan
tehh	teh
tehhh	teh
tehhhh	teh
tekor	rugi
telaatt	telat
telat	terlambat
telat2	telat-telat
telattt	telat
telefisi	televisi
telen	telan
telfon	telepon
telimakacih	terima kasih
telkom	telekomunikasi
telmi	telat berpikir
telp	telepon
teman"ny	teman-temannya
teman2	teman-teman
temanny"	teman-temannya
tembemmm	tembem
tembokk	tembok
temen	teman
temen"	teman-teman
temen-temen	teman-teman
temen2	teman-teman
temenan	berteman
temenkuuh	temanku
temenn	teman
temennya	temannya
tempat2	tempat-tempat
tempt	tempat
tengah2	tengah-tengah
tengaj	tengah
tenggah	tengah
tengil	menyebalkan
tengkyu	terima kasih
tengok	menjenguk
tenny	tenang
tentanh	tentang
tepar	terkapar
terangkhn	terangkan
terbaeeeek	terbaik
terbaeq	terbaik
terbaiiikkkkk	terbaik
terbaikkk	terbaik
terbitin	terbitkan
terburu2	terburu-buru
tercapay	tercapai
terhaaru	terharu
terharuuu	terharu
terharuuuu	terharu
terima2	terima-terima
terimakaaih	terima kasih
terimakasih	terima kasih
terimaksih	terima kasih
terimkasih	terima kasih
teringt	teringat
terjrumus	terjerumus
terkabulkn	terkabulkan
terkabull	terkabul
terkabulllllll	terkabul
terkenall	terkenal
terkhr	terakhir
termiribkan	termiripkan
termksh	terima kasih
termuraaahhhh	termurah
termurahhh	termurah
termurahhhh	termurah
ternodain	ternodai
ternyataa	ternyata
terong2an	terong-terongan
terossss	terus
terrrrbaik	terbaik
teru	terus
terupdate	terbaru
terus"an	terus-terusan
terus2an	terus-terusan
terusan"	terus-terusan
teruss	terus
terusss	terus
terussss	terus
terusssss	terus
teruuss	terus
teruz	terus
teruzzz	terus
testi	testimoni
testinya	testimoninya
tetaplaah	tetaplah
tetapppp	tetap
teteeeeeppp	tetap
tetehh	teteh
tetep	tetap
tetp	tetap
teturn	return
teyuss	terus
tg	tunggu
tggu	tunggu
tgk	tengok
tgl	tanggal
tglnya	tanggalnya
tgs	tugas
tgu	tunggu
th	tahu
th	tahun
th	teh
th2	tahu-tahu
th2	tahun-tahun
than	tahan
thanks	terima kasih
thankz	terima kasih
thd	terhadap
thdp	terhadap
therchakitty	tersakiti
thn	tahun
thnan	tahunan
thu	itu
thu	tuh
thun	tahun
thx	terima kasih
tiba2	tiba-tiba
tidakkkk	tidak
tiga2nya	tiga-tiganya
tikung2	tikung-tikung
tilang	bukti pelanggaran
timggal	tinggal
tingal	tinggal
tinggalin	tinggalkan
tinggalkn	tinggalkan
tinggall	tinggal
tinggl	tinggal
tipe2	tipe-tipe
tipi	TV
tipiwan	TvOne
tips2	tips-tips
tipu2nya	tipu-tipunya
tium	cium
tk	tak
tkg	tukang
tks	terima kasih
tkt	tiket
tkut	takut
tlah	telah
tlah	terlah
tlg	tanggal
tlg	tolong
tll	terlalu
tlng	tolong
tlog	tolong
tlong	tolong
tlp	telepon
tlpn	telepon
tls	tulis
tlsn	tulisan
tlvn	telepon
tman	teman
tmbah	tambah
tmbh	tambah
tmbm	tembam
tmen	teman
tmen2	teman-teman
tmn	teman
tmn"	teman-teman
tmn2	teman-teman
tmn2nya	teman-temannya
tmpah	tumpah
tmph	tumpah
tmpt	tempat
tnang	tenang
tnda	tanda
tnggal	tanggal
tnggl	tanggal
tnggu	tunggu
tnggu2	tunggu-tunggu
tngh	tengah
tngu	tunggu
tnh	tanah
tnp	tanpa
tnpa	tanpa
tntg	tentang
tntram	tentram
tny	tanya
tnya	tanya
tnya2	tanya-tanya
tnyakan	tanyakan
tnyakn	tanyakan
tnyta	ternyata
to	tapi
togel	toto gelap
tohh	toh
tokai	tai
tokayyy	tahi
toketnya	teteknya
tokony	tokonya
tolernsi	toleransi
toloollll	tolol
toloooongggg	tolong
tompes	tumpas
tongolin	menongol
toserba	toko serba ada
tot	entot
tp	tapi
tpi	tapi
tpii	tapi
tplampu	tapi lampu
tpy	tapi
tq	terima kasih
trakhir	terakhir
transper	transfer
trasa	terasa
trasport	transport
traspot	transport
trbaik	terbaik
trbaikk	terbaik
trbatas	terbatas
trbukti	terbukti
trcapaii	tercapai
trdhulu	terdahulu
trganggu	terganggu
trgntg	tergantung
trhtung	terhitung
triak	teriak
triak2	teriak-teriak
trima	terima
trima	terima kasih
trimakasih	terima kasih
trimaksih	terima kasih
trims	terima kasih
trjadi	terjadi
trjd	terjadi
trkabul	terkabul
trknal	terkenal
trkrim	terkirim
trlalu	terlalu
trlihat	terlihat
trll	terlalu
trlmbat	terlambat
trm	terima
trma	terima
trmanis	termanis
trmasuk	termasuk
trmksh	terima kasih
trmksih	terima kasih
trmsuk	termasuk
trnyata	ternyata
trnyt	ternyata
trnyta	ternyata
troma	trauma
trpsah	terpisah
trrharu	terharu
trs	terus
trsa	terasa
trsbut	tersebut
trserah	terserah
